00   0 34475762 33555896 35395628 12.7 12.4 13.1 13466544 12979586 13953502 18.9 18.2 19.6  8922935  8511476  9334394 17.5 16.7 18.3  38885  38507  39263 4038584 3752962 4324206 20.8 19.4 22.3 United States                                 US
05   3     4531     3591     5471 18.6 14.7 22.4     1813     1389     2236 26.7 20.5 32.9     1161      840     1482 23.2 16.8 29.6  32357  29244  35452                                        Ashley County                                 AR
05   5     5114     4049     6179 13.9 11.0 16.8     1695     1297     2093 23.7 18.1 29.2     1067      771     1363 19.8 14.3 25.3  27769  24692  30829                                        Baxter County                                 AR
05   7    13460    10577    16343  9.6  7.6 11.7     5503     4107     6899 15.4 11.5 19.3     3004     2122     3886 11.8  8.4 15.3  38224  35388  41045                                        Benton County                                 AR
05   9     5115     4043     6188 15.9 12.6 19.3     1833     1371     2295 23.3 17.4 29.2     1106      777     1435 19.4 13.6 25.2  29798  26887  32692                                        Boone County                                  AR
05  11     2281     1800     2761 20.1 15.8 24.3      843      638     1047 28.5 21.6 35.4      543      390      696 25.1 18.0 32.1  26629  23523  29719                                        Bradley County                                AR
05  13      876      691     1061 15.4 12.1 18.6      323      241      404 21.2 15.8 26.5      221      157      285 19.8 14.0 25.6  28912  25831  31977                                        Calhoun County                                AR
05  15     3612     2828     4395 15.8 12.4 19.3     1280      964     1595 23.2 17.5 28.9      813      578     1048 20.3 14.4 26.2  27632  24548  30699                                        Carroll County                                AR
05  17     4305     3392     5219 29.7 23.4 36.0     1639     1223     2055 36.3 27.1 45.6     1168      829     1507 34.9 24.7 45.0  21465  18190  24722                                        Chicot County                                 AR
05  19     3633     2875     4391 18.2 14.4 22.0     1290      962     1618 26.7 19.9 33.5      745      527      963 21.2 15.0 27.4  28141  25093  31172                                        Clark County                                  AR
05  21     2854     2255     3453 16.6 13.1 20.1      939      719     1160 24.2 18.5 29.9      610      441      779 21.3 15.4 27.1  26518  23389  29629                                        Clay County                                   AR
05  23     3644     2867     4421 15.5 12.2 18.8     1260      943     1578 25.5 19.1 31.9      738      522      954 19.9 14.1 25.8  28773  25715  31814                                        Cleburne County                               AR
05  25     1341     1058     1624 15.5 12.2 18.8      509      386      632 22.7 17.2 28.2      333      239      427 20.0 14.4 25.7  32805  29670  35922                                        Cleveland County                              AR
05  27     5050     3996     6105 20.9 16.5 25.3     1886     1426     2346 30.1 22.7 37.4     1182      846     1518 26.0 18.6 33.4  28450  25425  31459                                        Columbia County                               AR
05  29     3293     2607     3979 16.5 13.1 19.9     1221      931     1512 24.0 18.3 29.7      779      561      997 21.0 15.1 26.9  29430  26343  32501                                        Conway County                                 AR
05  31    11609     9263    13955 15.2 12.1 18.2     4085     3142     5027 21.2 16.3 26.0     2421     1759     3083 17.7 12.9 22.5  33379  30500  36242                                        Craighead County                              AR
05  33     7972     6328     9616 15.3 12.1 18.5     3229     2471     3986 21.2 16.2 26.2     2000     1447     2553 18.1 13.1 23.1  31403  28432  34358                                        Crawford County                               AR
05  35    11922     9465    14379 23.5 18.7 28.4     5028     3839     6217 31.9 24.3 39.4     3083     2227     3939 27.4 19.8 35.1  28613  25598  31612                                        Crittenden County                             AR
05  37     4086     3246     4926 21.0 16.7 25.3     1614     1239     1990 27.8 21.3 34.2     1085      786     1384 25.2 18.3 32.1  27475  24494  30440                                        Cross County                                  AR
05  39     1725     1354     2096 19.4 15.2 23.6      633      481      785 27.3 20.8 33.9      446      321      571 26.5 19.0 33.9  26344  23241  29431                                        Dallas County                                 AR
05  41     3739     2908     4570 25.2 19.6 30.8     1547     1153     1942 33.9 25.3 42.6      999      706     1292 29.6 20.9 38.3  24994  21778  28192                                        Desha County                                  AR
05  43     3128     2471     3784 18.1 14.3 21.9     1220      923     1518 25.3 19.2 31.5      844      606     1082 24.0 17.2 30.7  29476  26296  32639                                        Drew County                                   AR
05  45     8481     6725    10236 10.8  8.6 13.1     3212     2429     3994 15.3 11.6 19.0     1789     1274     2304 11.9  8.5 15.4  37983  34938  41010                                        Faulkner County                               AR
05  47     2792     2224     3361 16.6 13.2 20.0     1007      770     1244 22.2 17.0 27.5      660      476      844 19.8 14.3 25.4  28507  25540  31459                                        Franklin County                               AR
05  49     2436     1925     2948 22.1 17.4 26.7      761      578      944 30.9 23.5 38.3      550      395      705 30.2 21.7 38.7  21789  18727  24833                                        Fulton County                                 AR
05  51    13295    10581    16009 15.7 12.5 18.9     4699     3597     5801 26.5 20.3 32.7     2740     1979     3501 21.7 15.7 27.7  29627  26709  32530                                        Garland County                                AR
05  53     1802     1411     2193 11.1  8.7 13.5      702      529      875 16.5 12.4 20.5      425      303      547 13.5  9.6 17.4  37396  34321  40454                                        Grant County                                  AR
05  55     4915     3907     5924 13.4 10.7 16.2     1834     1406     2263 20.0 15.3 24.7     1155      837     1473 17.4 12.6 22.1  31641  28588  34678                                        Greene County                                 AR
05  57     4566     3621     5511 20.5 16.3 24.8     1757     1343     2171 28.8 22.0 35.6     1101      794     1408 24.6 17.8 31.5  25800  22685  28899                                        Hempstead County                              AR
05  59     4549     3565     5533 15.5 12.1 18.8     1536     1147     1924 20.5 15.3 25.6     1097      778     1416 19.8 14.0 25.5  28965  25885  32028                                        Hot Spring County                             AR
05  61     2365     1875     2855 17.5 13.8 21.1      895      685     1104 23.8 18.2 29.4      590      427      753 21.2 15.4 27.1  27958  24897  31002                                        Howard County                                 AR
05  63     5285     4188     6382 15.9 12.6 19.2     1949     1489     2408 22.5 17.2 27.8     1202      868     1536 18.8 13.5 24.0  30222  27176  33251                                        Independence County                           AR
05  65     2542     1994     3090 20.0 15.7 24.3      781      589      973 27.5 20.8 34.3      562      403      721 27.1 19.4 34.8  23701  20502  26882                                        Izard County                                  AR
05  67     3910     3106     4715 22.4 17.8 27.0     1374     1043     1705 32.3 24.5 40.1      878      630     1126 27.7 19.8 35.5  25495  22343  28630                                        Jackson County                                AR
05  69    17491    13906    21076 22.5 17.9 27.1     6811     5203     8419 31.0 23.7 38.3     4175     3015     5335 26.0 18.8 33.2  28609  25694  31508                                        Jefferson County                              AR
05  71     3828     3037     4620 18.1 14.4 21.9     1447     1096     1798 27.2 20.6 33.7      890      639     1141 23.0 16.5 29.5  26672  23675  29653                                        Johnson County                                AR
